Type,Sentence,Grammatical,Region Start,Region End,Is Training
<S_XX>,I know that Nicole's recent talking to David worried Matthew recently,True,53,60,True
<S_XX>,I know that Eric's recent talking to David worried Matthew recently,True,51,58,True
<S_XX>,I know that Melissa's recent talking to David worried Matthew recently,True,54,61,True
<S_XX>,I know that Timothy's recent talking to David worried Matthew recently,True,54,61,True
<S_XX>,I know that Michael's current talking to David worried Matthew recently,True,55,62,True
<S_XX>,I know that Ashley's current talking to David worried Matthew recently,True,54,61,True
<S_XX>,I know that Daniel's current talking to David worried Matthew recently,True,54,61,True
<S_XX>,I know that John's current talking to David worried Matthew recently,True,52,59,True
<S_XX>,I know that Brandon's current talking to David worried Matthew recently,True,55,62,True
<S_XX>,I know that William's current talking to David worried Matthew recently,True,55,62,True
<S_XX>,I know that Nicole's current talking to David worried Matthew recently,True,54,61,True
<S_XX>,I know that Eric's current talking to David worried Matthew recently,True,52,59,True
<S_XX>,I know that Melissa's current talking to David worried Matthew recently,True,55,62,True
<S_XX>,I know that Timothy's current talking to David worried Matthew recently,True,55,62,True
<S_XX>,I know that Michael's recent attitude towards David worried Matthew recently,True,60,67,True
<S_XX>,I know that Ashley's recent attitude towards David worried Matthew recently,True,59,66,True
<S_XX>,I know that Daniel's recent attitude towards David worried Matthew recently,True,59,66,True
<S_XX>,I know that John's recent attitude towards David worried Matthew recently,True,57,64,True
<S_XX>,I know that Brandon's recent attitude towards David worried Matthew recently,True,60,67,True
<S_XX>,I know that William's recent attitude towards David worried Matthew recently,True,60,67,True
<S_XX>,I know that Nicole's recent attitude towards David worried Matthew recently,True,59,66,True
<S_XX>,I know that Eric's recent attitude towards David worried Matthew recently,True,57,64,True
<S_XX>,I know that Melissa's recent attitude towards David worried Matthew recently,True,60,67,True
<S_XX>,I know that Timothy's recent attitude towards David worried Matthew recently,True,60,67,True
<S_XX>,I know that Michael's current attitude towards David worried Matthew recently,True,61,68,True
<S_XX>,I know that Ashley's current attitude towards David worried Matthew recently,True,60,67,True
<S_XX>,I know that Daniel's current attitude towards David worried Matthew recently,True,60,67,True
<S_XX>,I know that John's current attitude towards David worried Matthew recently,True,58,65,True
<S_XX>,I know that Brandon's current attitude towards David worried Matthew recently,True,61,68,True
<S_XX>,I know that William's current attitude towards David worried Matthew recently,True,61,68,True
<S_XX>,I know that Nicole's current attitude towards David worried Matthew recently,True,60,67,True
<S_XX>,I know that Eric's current attitude towards David worried Matthew recently,True,58,65,True
<S_XX>,I know that Melissa's current attitude towards David worried Matthew recently,True,61,68,True
<S_XX>,I know that Timothy's current attitude towards David worried Matthew recently,True,61,68,True
<S_XX>,I know that Michael's recent friendship with David worried Matthew recently,True,59,66,True
<S_XX>,I know that Ashley's recent friendship with David worried Matthew recently,True,58,65,True
<S_XX>,I know that Daniel's recent friendship with David worried Matthew recently,True,58,65,True
<S_XX>,I know that John's recent friendship with David worried Matthew recently,True,56,63,True
<S_XX>,I know that Brandon's recent friendship with David worried Matthew recently,True,59,66,True
<S_XX>,I know that William's recent friendship with David worried Matthew recently,True,59,66,True
<S_XX>,I know that Nicole's recent friendship with David worried Matthew recently,True,58,65,True
<S_XX>,I know that Eric's recent friendship with David worried Matthew recently,True,56,63,True
<S_XX>,I know that Melissa's recent friendship with David worried Matthew recently,True,59,66,True
<S_XX>,I know that Timothy's recent friendship with David worried Matthew recently,True,59,66,True
<S_XX>,I know that Michael's current friendship with David worried Matthew recently,True,60,67,True
<S_XX>,I know that Ashley's current friendship with David worried Matthew recently,True,59,66,True
<S_XX>,I know that Daniel's current friendship with David worried Matthew recently,True,59,66,True
<S_XX>,I know that John's current friendship with David worried Matthew recently,True,57,64,True
<S_XX>,I know that Brandon's current friendship with David worried Matthew recently,True,60,67,True
<S_XX>,I know that William's current friendship with David worried Matthew recently,True,60,67,True
<S_XX>,I know that Nicole's current friendship with David worried Matthew recently,True,59,66,True
<S_XX>,I know that Eric's current friendship with David worried Matthew recently,True,57,64,True
<S_XX>,I know that Melissa's current friendship with David worried Matthew recently,True,60,67,True
<S_XX>,I know that Timothy's current friendship with David worried Matthew recently,True,60,67,True
<S_XX>,I know that Michael's recent praising of David worried Matthew recently,True,55,62,True
<S_XX>,I know that Ashley's recent praising of David worried Matthew recently,True,54,61,True
<S_XX>,I know that Daniel's recent praising of David worried Matthew recently,True,54,61,True
<S_XX>,I know that John's recent praising of David worried Matthew recently,True,52,59,True
<S_XX>,I know that Brandon's recent praising of David worried Matthew recently,True,55,62,True
<S_XX>,I know that William's recent praising of David worried Matthew recently,True,55,62,True
<S_XX>,I know that Nicole's recent praising of David worried Matthew recently,True,54,61,True
<S_XX>,I know that Eric's recent praising of David worried Matthew recently,True,52,59,True
<S_XX>,I know that Melissa's recent praising of David worried Matthew recently,True,55,62,True
<S_XX>,I know that Timothy's recent praising of David worried Matthew recently,True,55,62,True
<S_XX>,I know that Michael's current praising of David worried Matthew recently,True,56,63,True
<S_XX>,I know that Ashley's current praising of David worried Matthew recently,True,55,62,True
<S_XX>,I know that Daniel's current praising of David worried Matthew recently,True,55,62,True
<S_XX>,I know that John's current praising of David worried Matthew recently,True,53,60,True
<S_XX>,I know that Brandon's current praising of David worried Matthew recently,True,56,63,True
<S_XX>,I know that William's current praising of David worried Matthew recently,True,56,63,True
<S_XX>,I know that Nicole's current praising of David worried Matthew recently,True,55,62,True
<S_XX>,I know that Eric's current praising of David worried Matthew recently,True,53,60,True
<S_XX>,I know that Melissa's current praising of David worried Matthew recently,True,56,63,True
<S_XX>,I know that Timothy's current praising of David worried Matthew recently,True,56,63,True
<S_XX>,I know that Michael's recent talking to Christopher annoyed Matthew recently,True,60,67,True
<S_XX>,I know that Ashley's recent talking to Christopher annoyed Matthew recently,True,59,66,True
<S_XX>,I know that Daniel's recent talking to Christopher annoyed Matthew recently,True,59,66,True
<S_XX>,I know that John's recent talking to Christopher annoyed Matthew recently,True,57,64,True
<S_XX>,I know that Brandon's recent talking to Christopher annoyed Matthew recently,True,60,67,True
<S_XX>,I know that William's recent talking to Christopher annoyed Matthew recently,True,60,67,True
<S_XX>,I know that Nicole's recent talking to Christopher annoyed Matthew recently,True,59,66,True
<S_XX>,I know that Eric's recent talking to Christopher annoyed Matthew recently,True,57,64,True
<S_XX>,I know that Melissa's recent talking to Christopher annoyed Matthew recently,True,60,67,True
<S_XX>,I know that Timothy's recent talking to Christopher annoyed Matthew recently,True,60,67,True
<S_XX>,I know that Michael's current talking to Christopher annoyed Matthew recently,True,61,68,True
<S_XX>,I know that Ashley's current talking to Christopher annoyed Matthew recently,True,60,67,True
<S_XX>,I know that Daniel's current talking to Christopher annoyed Matthew recently,True,60,67,True
<S_XX>,I know that John's current talking to Christopher annoyed Matthew recently,True,58,65,True
<S_XX>,I know that Brandon's current talking to Christopher annoyed Matthew recently,True,61,68,True
<S_XX>,I know that William's current talking to Christopher annoyed Matthew recently,True,61,68,True
<S_XX>,I know that Nicole's current talking to Christopher annoyed Matthew recently,True,60,67,True
<S_XX>,I know that Eric's current talking to Christopher annoyed Matthew recently,True,58,65,True
<S_XX>,I know that Melissa's current talking to Christopher annoyed Matthew recently,True,61,68,True
<S_XX>,I know that Timothy's current talking to Christopher annoyed Matthew recently,True,61,68,True
<S_XX>,I know that Michael's recent attitude towards Christopher annoyed Matthew recently,True,66,73,True
<S_XX>,I know that Ashley's recent attitude towards Christopher annoyed Matthew recently,True,65,72,True
<S_XX>,I know that Daniel's recent attitude towards Christopher annoyed Matthew recently,True,65,72,True
<S_XX>,I know that John's recent attitude towards Christopher annoyed Matthew recently,True,63,70,True
<S_XX>,I know that Brandon's recent attitude towards Christopher annoyed Matthew recently,True,66,73,True
<S_XX>,I know that William's recent attitude towards Christopher annoyed Matthew recently,True,66,73,True
<S_XX>,I know that Nicole's recent attitude towards Christopher annoyed Matthew recently,True,65,72,True
<S_XX>,I know that Eric's recent attitude towards Christopher annoyed Matthew recently,True,63,70,True
<S_XX>,I know that Melissa's recent attitude towards Christopher annoyed Matthew recently,True,66,73,True
<S_XX>,I know that Timothy's recent attitude towards Christopher annoyed Matthew recently,True,66,73,True
<S_XX>,I know that Michael's current attitude towards Christopher annoyed Matthew recently,True,67,74,True
<S_XX>,I know that Ashley's current attitude towards Christopher annoyed Matthew recently,True,66,73,True
<S_XX>,I know that Daniel's current attitude towards Christopher annoyed Matthew recently,True,66,73,True
<S_XX>,I know that John's current attitude towards Christopher annoyed Matthew recently,True,64,71,True
<S_XX>,I know that Brandon's current attitude towards Christopher annoyed Matthew recently,True,67,74,True
<S_XX>,I know that William's current attitude towards Christopher annoyed Matthew recently,True,67,74,True
<S_XX>,I know that Nicole's current attitude towards Christopher annoyed Matthew recently,True,66,73,True
<S_XX>,I know that Eric's current attitude towards Christopher annoyed Matthew recently,True,64,71,True
<S_XX>,I know that Melissa's current attitude towards Christopher annoyed Matthew recently,True,67,74,True
<S_XX>,I know that Timothy's current attitude towards Christopher annoyed Matthew recently,True,67,74,True
<S_XX>,I know that Michael's recent friendship with Christopher annoyed Matthew recently,True,65,72,True
<S_XX>,I know that Ashley's recent friendship with Christopher annoyed Matthew recently,True,64,71,True
<S_XX>,I know that Daniel's recent friendship with Christopher annoyed Matthew recently,True,64,71,True
<S_XX>,I know that John's recent friendship with Christopher annoyed Matthew recently,True,62,69,True
<S_XX>,I know that Brandon's recent friendship with Christopher annoyed Matthew recently,True,65,72,True
<S_XX>,I know that William's recent friendship with Christopher annoyed Matthew recently,True,65,72,True
<S_XX>,I know that Nicole's recent friendship with Christopher annoyed Matthew recently,True,64,71,True
<S_XX>,I know that Eric's recent friendship with Christopher annoyed Matthew recently,True,62,69,True
<S_XX>,I know that Melissa's recent friendship with Christopher annoyed Matthew recently,True,65,72,True
<S_XX>,I know that Timothy's recent friendship with Christopher annoyed Matthew recently,True,65,72,True
<S_XX>,I know that Michael's current friendship with Christopher annoyed Matthew recently,True,66,73,True
<S_XX>,I know that Ashley's current friendship with Christopher annoyed Matthew recently,True,65,72,True
<S_XX>,I know that Daniel's current friendship with Christopher annoyed Matthew recently,True,65,72,True
<S_XX>,I know that John's current friendship with Christopher annoyed Matthew recently,True,63,70,True
<S_XX>,I know that Brandon's current friendship with Christopher annoyed Matthew recently,True,66,73,True
<S_XX>,I know that William's current friendship with Christopher annoyed Matthew recently,True,66,73,True
<S_XX>,I know that Nicole's current friendship with Christopher annoyed Matthew recently,True,65,72,True
<S_XX>,I know that Eric's current friendship with Christopher annoyed Matthew recently,True,63,70,True
<S_XX>,I know that Melissa's current friendship with Christopher annoyed Matthew recently,True,66,73,True
<S_XX>,I know that Timothy's current friendship with Christopher annoyed Matthew recently,True,66,73,True
<S_XX>,I know that Michael's recent praising of Christopher annoyed Matthew recently,True,61,68,True
<S_XX>,I know that Ashley's recent praising of Christopher annoyed Matthew recently,True,60,67,True
<S_XX>,I know that Daniel's recent praising of Christopher annoyed Matthew recently,True,60,67,True
<S_XX>,I know that John's recent praising of Christopher annoyed Matthew recently,True,58,65,True
<S_XX>,I know that Brandon's recent praising of Christopher annoyed Matthew recently,True,61,68,True
<S_XX>,I know that William's recent praising of Christopher annoyed Matthew recently,True,61,68,True
<S_XX>,I know that Nicole's recent praising of Christopher annoyed Matthew recently,True,60,67,True
<S_XX>,I know that Eric's recent praising of Christopher annoyed Matthew recently,True,58,65,True
<S_XX>,I know that Melissa's recent praising of Christopher annoyed Matthew recently,True,61,68,True
<S_XX>,I know that Timothy's recent praising of Christopher annoyed Matthew recently,True,61,68,True
<S_XX>,I know that Michael's current praising of Christopher annoyed Matthew recently,True,62,69,True
<S_XX>,I know that Ashley's current praising of Christopher annoyed Matthew recently,True,61,68,True
<S_XX>,I know that Daniel's current praising of Christopher annoyed Matthew recently,True,61,68,True
<S_XX>,I know that John's current praising of Christopher annoyed Matthew recently,True,59,66,True
<S_XX>,I know that Brandon's current praising of Christopher annoyed Matthew recently,True,62,69,True
<S_XX>,I know that William's current praising of Christopher annoyed Matthew recently,True,62,69,True
<S_XX>,I know that Nicole's current praising of Christopher annoyed Matthew recently,True,61,68,True
<S_XX>,I know that Eric's current praising of Christopher annoyed Matthew recently,True,59,66,True
<S_XX>,I know that Melissa's current praising of Christopher annoyed Matthew recently,True,62,69,True
<S_XX>,I know that Timothy's current praising of Christopher annoyed Matthew recently,True,62,69,True
<S_XX>,I know that Michael's recent talking to Jennifer annoyed Matthew recently,True,57,64,True
<S_XX>,I know that Ashley's recent talking to Jennifer annoyed Matthew recently,True,56,63,True
<S_XX>,I know that Daniel's recent talking to Jennifer annoyed Matthew recently,True,56,63,True
<S_XX>,I know that John's recent talking to Jennifer annoyed Matthew recently,True,54,61,True
<S_XX>,I know that Brandon's recent talking to Jennifer annoyed Matthew recently,True,57,64,True
<S_XX>,I know that William's recent talking to Jennifer annoyed Matthew recently,True,57,64,True
<S_XX>,I know that Nicole's recent talking to Jennifer annoyed Matthew recently,True,56,63,True
<S_XX>,I know that Eric's recent talking to Jennifer annoyed Matthew recently,True,54,61,True
<S_XX>,I know that Melissa's recent talking to Jennifer annoyed Matthew recently,True,57,64,True
<S_XX>,I know that Timothy's recent talking to Jennifer annoyed Matthew recently,True,57,64,True
<S_XX>,I know that Michael's current talking to Jennifer annoyed Matthew recently,True,58,65,True
<S_XX>,I know that Ashley's current talking to Jennifer annoyed Matthew recently,True,57,64,True
<S_XX>,I know that Daniel's current talking to Jennifer annoyed Matthew recently,True,57,64,True
<S_XX>,I know that John's current talking to Jennifer annoyed Matthew recently,True,55,62,True
<S_XX>,I know that Brandon's current talking to Jennifer annoyed Matthew recently,True,58,65,True
<S_XX>,I know that William's current talking to Jennifer annoyed Matthew recently,True,58,65,True
<S_XX>,I know that Nicole's current talking to Jennifer annoyed Matthew recently,True,57,64,True
<S_XX>,I know that Eric's current talking to Jennifer annoyed Matthew recently,True,55,62,True
<S_XX>,I know that Melissa's current talking to Jennifer annoyed Matthew recently,True,58,65,True
<S_XX>,I know that Timothy's current talking to Jennifer annoyed Matthew recently,True,58,65,True
<S_XX>,I know that Michael's recent attitude towards Jennifer annoyed Matthew recently,True,63,70,True
<S_XX>,I know that Ashley's recent attitude towards Jennifer annoyed Matthew recently,True,62,69,True
<S_XX>,I know that Daniel's recent attitude towards Jennifer annoyed Matthew recently,True,62,69,True
<S_XX>,I know that John's recent attitude towards Jennifer annoyed Matthew recently,True,60,67,True
<S_XX>,I know that Brandon's recent attitude towards Jennifer annoyed Matthew recently,True,63,70,True
<S_XX>,I know that William's recent attitude towards Jennifer annoyed Matthew recently,True,63,70,True
<S_XX>,I know that Nicole's recent attitude towards Jennifer annoyed Matthew recently,True,62,69,True
<S_XX>,I know that Eric's recent attitude towards Jennifer annoyed Matthew recently,True,60,67,True
<S_XX>,I know that Melissa's recent attitude towards Jennifer annoyed Matthew recently,True,63,70,True
<S_XX>,I know that Timothy's recent attitude towards Jennifer annoyed Matthew recently,True,63,70,True
<S_XX>,I know that Michael's current attitude towards Jennifer annoyed Matthew recently,True,64,71,True
<S_XX>,I know that Ashley's current attitude towards Jennifer annoyed Matthew recently,True,63,70,True
<S_XX>,I know that Daniel's current attitude towards Jennifer annoyed Matthew recently,True,63,70,True
<S_XX>,I know that John's current attitude towards Jennifer annoyed Matthew recently,True,61,68,True
<S_XX>,I know that Brandon's current attitude towards Jennifer annoyed Matthew recently,True,64,71,True
<S_XX>,I know that William's current attitude towards Jennifer annoyed Matthew recently,True,64,71,True
<S_XX>,I know that Nicole's current attitude towards Jennifer annoyed Matthew recently,True,63,70,True
<S_XX>,I know that Eric's current attitude towards Jennifer annoyed Matthew recently,True,61,68,True
<S_XX>,I know that Melissa's current attitude towards Jennifer annoyed Matthew recently,True,64,71,True
<S_XX>,I know that Timothy's current attitude towards Jennifer annoyed Matthew recently,True,64,71,True
<S_XX>,I know that Michael's recent friendship with Jennifer annoyed Matthew recently,True,62,69,True
<S_XX>,I know that Ashley's recent friendship with Jennifer annoyed Matthew recently,True,61,68,True
<S_XX>,I know that Daniel's recent friendship with Jennifer annoyed Matthew recently,True,61,68,True
<S_XX>,I know that John's recent friendship with Jennifer annoyed Matthew recently,True,59,66,True
<S_XX>,I know that Brandon's recent friendship with Jennifer annoyed Matthew recently,True,62,69,True
<S_XX>,I know that William's recent friendship with Jennifer annoyed Matthew recently,True,62,69,True
<S_XX>,I know that Nicole's recent friendship with Jennifer annoyed Matthew recently,True,61,68,True
<S_XX>,I know that Eric's recent friendship with Jennifer annoyed Matthew recently,True,59,66,True
<S_XX>,I know that Melissa's recent friendship with Jennifer annoyed Matthew recently,True,62,69,True
<S_XX>,I know that Timothy's recent friendship with Jennifer annoyed Matthew recently,True,62,69,True
<S_XX>,I know that Michael's current friendship with Jennifer annoyed Matthew recently,True,63,70,True
<S_XX>,I know that Ashley's current friendship with Jennifer annoyed Matthew recently,True,62,69,True
<S_XX>,I know that Daniel's current friendship with Jennifer annoyed Matthew recently,True,62,69,True
<S_XX>,I know that John's current friendship with Jennifer annoyed Matthew recently,True,60,67,True
<S_XX>,I know that Brandon's current friendship with Jennifer annoyed Matthew recently,True,63,70,True
<S_XX>,I know that William's current friendship with Jennifer annoyed Matthew recently,True,63,70,True
<S_XX>,I know that Nicole's current friendship with Jennifer annoyed Matthew recently,True,62,69,True
<S_XX>,I know that Eric's current friendship with Jennifer annoyed Matthew recently,True,60,67,True
<S_XX>,I know that Melissa's current friendship with Jennifer annoyed Matthew recently,True,63,70,True
<S_XX>,I know that Timothy's current friendship with Jennifer annoyed Matthew recently,True,63,70,True
<S_XX>,I know that Michael's recent praising of Jennifer annoyed Matthew recently,True,58,65,True
<S_XX>,I know that Ashley's recent praising of Jennifer annoyed Matthew recently,True,57,64,True
<S_XX>,I know that Daniel's recent praising of Jennifer annoyed Matthew recently,True,57,64,True
<S_XX>,I know that John's recent praising of Jennifer annoyed Matthew recently,True,55,62,True
<S_XX>,I know that Brandon's recent praising of Jennifer annoyed Matthew recently,True,58,65,True
<S_XX>,I know that William's recent praising of Jennifer annoyed Matthew recently,True,58,65,True
<S_XX>,I know that Nicole's recent praising of Jennifer annoyed Matthew recently,True,57,64,True
<S_XX>,I know that Eric's recent praising of Jennifer annoyed Matthew recently,True,55,62,True
<S_XX>,I know that Melissa's recent praising of Jennifer annoyed Matthew recently,True,58,65,True
<S_XX>,I know that Timothy's recent praising of Jennifer annoyed Matthew recently,True,58,65,True
<S_XX>,I know that Michael's current praising of Jennifer annoyed Matthew recently,True,59,66,True
<S_XX>,I know that Ashley's current praising of Jennifer annoyed Matthew recently,True,58,65,True
<S_XX>,I know that Daniel's current praising of Jennifer annoyed Matthew recently,True,58,65,True
<S_XX>,I know that John's current praising of Jennifer annoyed Matthew recently,True,56,63,True
<S_XX>,I know that Brandon's current praising of Jennifer annoyed Matthew recently,True,59,66,True
<S_XX>,I know that William's current praising of Jennifer annoyed Matthew recently,True,59,66,True
<S_XX>,I know that Nicole's current praising of Jennifer annoyed Matthew recently,True,58,65,True
<S_XX>,I know that Eric's current praising of Jennifer annoyed Matthew recently,True,56,63,True
<S_XX>,I know that Melissa's current praising of Jennifer annoyed Matthew recently,True,59,66,True
<S_XX>,I know that Timothy's current praising of Jennifer annoyed Matthew recently,True,59,66,True
<S_XX>,I know that Michael's recent talking to David annoyed Matthew recently,True,54,61,True
<S_XX>,I know that Ashley's recent talking to David annoyed Matthew recently,True,53,60,True
<S_XX>,I know that Daniel's recent talking to David annoyed Matthew recently,True,53,60,True
<S_XX>,I know that John's recent talking to David annoyed Matthew recently,True,51,58,True
<S_XX>,I know that Brandon's recent talking to David annoyed Matthew recently,True,54,61,True
<S_XX>,I know that William's recent talking to David annoyed Matthew recently,True,54,61,True
<S_XX>,I know that Nicole's recent talking to David annoyed Matthew recently,True,53,60,True
<S_XX>,I know that Eric's recent talking to David annoyed Matthew recently,True,51,58,True
<S_XX>,I know that Melissa's recent talking to David annoyed Matthew recently,True,54,61,True
<S_XX>,I know that Timothy's recent talking to David annoyed Matthew recently,True,54,61,True
<S_XX>,I know that Michael's current talking to David annoyed Matthew recently,True,55,62,True
<S_XX>,I know that Ashley's current talking to David annoyed Matthew recently,True,54,61,True
<S_XX>,I know that Daniel's current talking to David annoyed Matthew recently,True,54,61,True
<S_XX>,I know that John's current talking to David annoyed Matthew recently,True,52,59,True
<S_XX>,I know that Brandon's current talking to David annoyed Matthew recently,True,55,62,True
<S_XX>,I know that William's current talking to David annoyed Matthew recently,True,55,62,True
<S_XX>,I know that Nicole's current talking to David annoyed Matthew recently,True,54,61,True
<S_XX>,I know that Eric's current talking to David annoyed Matthew recently,True,52,59,True
<S_XX>,I know that Melissa's current talking to David annoyed Matthew recently,True,55,62,True
<S_XX>,I know that Timothy's current talking to David annoyed Matthew recently,True,55,62,True
<S_XX>,I know that Michael's recent attitude towards David annoyed Matthew recently,True,60,67,True
<S_XX>,I know that Ashley's recent attitude towards David annoyed Matthew recently,True,59,66,True
<S_XX>,I know that Daniel's recent attitude towards David annoyed Matthew recently,True,59,66,True
<S_XX>,I know that John's recent attitude towards David annoyed Matthew recently,True,57,64,True
<S_XX>,I know that Brandon's recent attitude towards David annoyed Matthew recently,True,60,67,True
<S_XX>,I know that William's recent attitude towards David annoyed Matthew recently,True,60,67,True
<S_XX>,I know that Nicole's recent attitude towards David annoyed Matthew recently,True,59,66,True
<S_XX>,I know that Eric's recent attitude towards David annoyed Matthew recently,True,57,64,True
<S_XX>,I know that Melissa's recent attitude towards David annoyed Matthew recently,True,60,67,True
<S_XX>,I know that Timothy's recent attitude towards David annoyed Matthew recently,True,60,67,True
<S_XX>,I know that Michael's current attitude towards David annoyed Matthew recently,True,61,68,True
<S_XX>,I know that Ashley's current attitude towards David annoyed Matthew recently,True,60,67,True
<S_XX>,I know that Daniel's current attitude towards David annoyed Matthew recently,True,60,67,True
<S_XX>,I know that John's current attitude towards David annoyed Matthew recently,True,58,65,True
<S_XX>,I know that Brandon's current attitude towards David annoyed Matthew recently,True,61,68,True
<S_XX>,I know that William's current attitude towards David annoyed Matthew recently,True,61,68,True
<S_XX>,I know that Nicole's current attitude towards David annoyed Matthew recently,True,60,67,True
<S_XX>,I know that Eric's current attitude towards David annoyed Matthew recently,True,58,65,True
<S_XX>,I know that Melissa's current attitude towards David annoyed Matthew recently,True,61,68,True
<S_XX>,I know that Timothy's current attitude towards David annoyed Matthew recently,True,61,68,True
<S_XX>,I know that Michael's recent friendship with David annoyed Matthew recently,True,59,66,True
<S_XX>,I know that Ashley's recent friendship with David annoyed Matthew recently,True,58,65,True
<S_XX>,I know that Daniel's recent friendship with David annoyed Matthew recently,True,58,65,True
<S_XX>,I know that John's recent friendship with David annoyed Matthew recently,True,56,63,True
<S_XX>,I know that Brandon's recent friendship with David annoyed Matthew recently,True,59,66,True
<S_XX>,I know that William's recent friendship with David annoyed Matthew recently,True,59,66,True
<S_XX>,I know that Nicole's recent friendship with David annoyed Matthew recently,True,58,65,True
<S_XX>,I know that Eric's recent friendship with David annoyed Matthew recently,True,56,63,True
<S_XX>,I know that Melissa's recent friendship with David annoyed Matthew recently,True,59,66,True
<S_XX>,I know that Timothy's recent friendship with David annoyed Matthew recently,True,59,66,True
<S_XX>,I know that Michael's current friendship with David annoyed Matthew recently,True,60,67,True
<S_XX>,I know that Ashley's current friendship with David annoyed Matthew recently,True,59,66,True
<S_XX>,I know that Daniel's current friendship with David annoyed Matthew recently,True,59,66,True
<S_XX>,I know that John's current friendship with David annoyed Matthew recently,True,57,64,True
<S_XX>,I know that Brandon's current friendship with David annoyed Matthew recently,True,60,67,True
<S_XX>,I know that William's current friendship with David annoyed Matthew recently,True,60,67,True
<S_XX>,I know that Nicole's current friendship with David annoyed Matthew recently,True,59,66,True
<S_XX>,I know that Eric's current friendship with David annoyed Matthew recently,True,57,64,True
<S_XX>,I know that Melissa's current friendship with David annoyed Matthew recently,True,60,67,True
<S_XX>,I know that Timothy's current friendship with David annoyed Matthew recently,True,60,67,True
<S_XX>,I know that Michael's recent praising of David annoyed Matthew recently,True,55,62,True
<S_XX>,I know that Ashley's recent praising of David annoyed Matthew recently,True,54,61,True
<S_XX>,I know that Daniel's recent praising of David annoyed Matthew recently,True,54,61,True
<S_XX>,I know that John's recent praising of David annoyed Matthew recently,True,52,59,True
<S_XX>,I know that Brandon's recent praising of David annoyed Matthew recently,True,55,62,True
<S_XX>,I know that William's recent praising of David annoyed Matthew recently,True,55,62,True
<S_XX>,I know that Nicole's recent praising of David annoyed Matthew recently,True,54,61,True
<S_XX>,I know that Eric's recent praising of David annoyed Matthew recently,True,52,59,True
<S_XX>,I know that Melissa's recent praising of David annoyed Matthew recently,True,55,62,True
<S_XX>,I know that Timothy's recent praising of David annoyed Matthew recently,True,55,62,True
<S_XX>,I know that Michael's current praising of David annoyed Matthew recently,True,56,63,True
<S_XX>,I know that Ashley's current praising of David annoyed Matthew recently,True,55,62,True
<S_XX>,I know that Daniel's current praising of David annoyed Matthew recently,True,55,62,True
<S_XX>,I know that John's current praising of David annoyed Matthew recently,True,53,60,True
<S_XX>,I know that Brandon's current praising of David annoyed Matthew recently,True,56,63,True
<S_XX>,I know that William's current praising of David annoyed Matthew recently,True,56,63,True
<S_XX>,I know that Nicole's current praising of David annoyed Matthew recently,True,55,62,True
<S_XX>,I know that Eric's current praising of David annoyed Matthew recently,True,53,60,True
<S_XX>,I know that Melissa's current praising of David annoyed Matthew recently,True,56,63,True
<S_XX>,I know that Timothy's current praising of David annoyed Matthew recently,True,56,63,True
<S_XX>,I know that Michael's recent talking to Christopher bothered you recently,True,61,64,True
<S_XX>,I know that Ashley's recent talking to Christopher bothered you recently,True,60,63,True
<S_XX>,I know that Daniel's recent talking to Christopher bothered you recently,True,60,63,True
<S_XX>,I know that John's recent talking to Christopher bothered you recently,True,58,61,True
<S_XX>,I know that Brandon's recent talking to Christopher bothered you recently,True,61,64,True
<S_XX>,I know that William's recent talking to Christopher bothered you recently,True,61,64,True
<S_XX>,I know that Nicole's recent talking to Christopher bothered you recently,True,60,63,True
<S_XX>,I know that Eric's recent talking to Christopher bothered you recently,True,58,61,True
<S_XX>,I know that Melissa's recent talking to Christopher bothered you recently,True,61,64,True
<S_XX>,I know that Timothy's recent talking to Christopher bothered you recently,True,61,64,True
<S_XX>,I know that Michael's current talking to Christopher bothered you recently,True,62,65,True
<S_XX>,I know that Ashley's current talking to Christopher bothered you recently,True,61,64,True
<S_XX>,I know that Daniel's current talking to Christopher bothered you recently,True,61,64,True
<S_XX>,I know that John's current talking to Christopher bothered you recently,True,59,62,True
<S_XX>,I know that Brandon's current talking to Christopher bothered you recently,True,62,65,True
<S_XX>,I know that William's current talking to Christopher bothered you recently,True,62,65,True
<S_XX>,I know that Nicole's current talking to Christopher bothered you recently,True,61,64,True
<S_XX>,I know that Eric's current talking to Christopher bothered you recently,True,59,62,True
<S_XX>,I know that Melissa's current talking to Christopher bothered you recently,True,62,65,True
<S_XX>,I know that Timothy's current talking to Christopher bothered you recently,True,62,65,True
<S_XX>,I know that Michael's recent attitude towards Christopher bothered you recently,True,67,70,True
<S_XX>,I know that Ashley's recent attitude towards Christopher bothered you recently,True,66,69,True
<S_XX>,I know that Daniel's recent attitude towards Christopher bothered you recently,True,66,69,True
<S_XX>,I know that John's recent attitude towards Christopher bothered you recently,True,64,67,True
<S_XX>,I know that Brandon's recent attitude towards Christopher bothered you recently,True,67,70,True
<S_XX>,I know that William's recent attitude towards Christopher bothered you recently,True,67,70,True
<S_XX>,I know that Nicole's recent attitude towards Christopher bothered you recently,True,66,69,True
<S_XX>,I know that Eric's recent attitude towards Christopher bothered you recently,True,64,67,True
<S_XX>,I know that Melissa's recent attitude towards Christopher bothered you recently,True,67,70,True
<S_XX>,I know that Timothy's recent attitude towards Christopher bothered you recently,True,67,70,True
